Carrera Escogida,Escuela de Origen,Municipio,Estado,Sexo,Estado Civil,calFin,Paso
TSU EN AGROBIOTECNOLOGIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,PUEBLA,HOMBRE,VIUDO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,HIDALGO,HOMBRE,CASADO,2,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,PUEBLA,HOMBRE,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH HUEJUTLA,HUEJUTLA DE REYES,JALISCO,HOMBRE,VIUDO,9,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,YUCATAN,MUJER,VIUDO,9,1
TSU EN MERCADOTECNIA,CECYTE ATLAPEXCO,TLANCHINOL,HIDALGO,HOMBRE,DIVORCIADO,2,0
TSU EN GASTRONOMIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,MEXICO,MUJER,VIUDO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,MEXICO,HOMBRE,DIVORCIADO,1,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH ATLAPEXCO,ATLAPEXCO,JALISCO,MUJER,DIVORCIADO,8,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,PUEBLA,MUJER,VIUDO,10,1
TSU EN CONSTRUCCION,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,PUEBLA,HOMBRE,VIUDO,5,0
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE HUEJUTLA,YAHUALICA,MEXICO,MUJER,CASADO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH HUEJUTLA,HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,PUEBLA,HOMBRE,CASADO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,HIDALGO,HOMBRE,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,YUCATAN,HOMBRE,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,HIDALGO,MUJER,SOLTERO,10,1
TSU EN MERCADOTECNIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,MEXICO,HOMBRE,CASADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,YUCATAN,HOMBRE,CASADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,5,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,1,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,HIDALGO,MUJER,VIUDO,10,1
TSU EN AGROBIOTECNOLOGIA,CECYTE HUEJUTLA,ATLAPEXCO,HIDALGO,MUJER,VIUDO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,JALISCO,HOMBRE,VIUDO,8,1
TSU EN MERCADOTECNIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,MEXICO,HOMBRE,SOLTERO,7,0
TSU EN PROCESOS ALIMENTARIOS,COBAEH HUEJUTLA,TLANCHINOL,YUCATAN,MUJER,SOLTERO,10,1
TSU EN CONSTRUCCION,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,MEXICO,HOMBRE,SOLTERO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,JALISCO,MUJER,CASADO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,9,1
TSU EN CONTADURIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,JALISCO,MUJER,CASADO,2,0
TSU EN PROCESOS ALIMENTARIOS,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,7,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,10,1
TSU EN MERCADOTECNIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,MEXICO,MUJER,SOLTERO,8,1
TSU EN CONTADURIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,PUEBLA,HOMBRE,DIVORCIADO,2,0
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,YAHUALICA,YUCATAN,MUJER,VIUDO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,ATLAPEXCO,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH HUEJUTLA,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE ATLAPEXCO,ATLAPEXCO,JALISCO,HOMBRE,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,JALISCO,MUJER,DIVORCIADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,JALISCO,HOMBRE,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,YAHUALICA,JALISCO,HOMBRE,VIUDO,7,0
TSU EN AGROBIOTECNOLOGIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,5,0
TSU EN CONTADURIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,YUCATAN,MUJER,CASADO,10,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,JALISCO,MUJER,SOLTERO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,MUJER,SOLTERO,7,0
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,JALISCO,MUJER,VIUDO,1,0
TSU EN AGROBIOTECNOLOGIA,CECYTE ATLAPEXCO,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,4,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,HIDALGO,HOMBRE,VIUDO,5,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,HIDALGO,MUJER,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH ATLAPEXCO,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,8,1
TSU EN CONTADURIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,JALISCO,HOMBRE,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,PUEBLA,MUJER,DIVORCIADO,10,1
TSU EN GASTRONOMIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,YUCATAN,MUJER,DIVORCIADO,3,0
TSU EN CONTADURIA,CECYTEH PLANTEL PACHUCA,YAHUALICA,PUEBLA,HOMBRE,DIVORCIADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,MEXICO,MUJER,SOLTERO,1,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TEHUETLAN,TLANCHINOL,HIDALGO,MUJER,VIUDO,3,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH HUEJUTLA,YAHUALICA,JALISCO,HOMBRE,VIUDO,10,1
TSU EN AGROBIOTECNOLOGIA,CECYTE HUEJUTLA,HUEJUTLA DE REYES,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,9,1
TSU EN CONSTRUCCION,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,YUCATAN,HOMBRE,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,MEXICO,HOMBRE,CASADO,8,1
TSU EN CONSTRUCCION,COBAEH HUEJUTLA,YAHUALICA,JALISCO,MUJER,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,JALISCO,HOMBRE,VIUDO,4,0
TSU EN MERCADOTECNIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,YUCATAN,HOMBRE,VIUDO,6,0
TSU EN GASTRONOMIA,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,10,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE ATLAPEXCO,ATLAPEXCO,YUCATAN,MUJER,CASADO,9,1
TSU EN AGROBIOTECNOLOGIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,HIDALGO,MUJER,DIVORCIADO,5,0
TSU EN MECATRONICA Area Automatizacion,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,PUEBLA,MUJER,VIUDO,5,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,PUEBLA,MUJER,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,YAHUALICA,JALISCO,MUJER,VIUDO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE HUEJUTLA,TLANCHINOL,HIDALGO,HOMBRE,CASADO,10,1
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,5,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TEHUETLAN,TLANCHINOL,JALISCO,HOMBRE,VIUDO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE HUEJUTLA,HUEJUTLA DE REYES,HIDALGO,MUJER,CASADO,9,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,MEXICO,HOMBRE,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,CECYTE ATLAPEXCO,ATLAPEXCO,HIDALGO,MUJER,CASADO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH HUEJUTLA,HUEJUTLA DE REYES,JALISCO,HOMBRE,CASADO,8,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,YAHUALICA,YUCATAN,HOMBRE,VIUDO,10,1
TSU EN CONSTRUCCION,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,MEXICO,HOMBRE,VIUDO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,HIDALGO,MUJER,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,JALISCO,HOMBRE,VIUDO,5,0
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,YAHUALICA,JALISCO,HOMBRE,SOLTERO,7,0
TSU EN MECATRONICA Area Automatizacion,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,YUCATAN,MUJER,CASADO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN CONTADURIA,CONALEP CIUDAD AZTECA,TLANCHINOL,YUCATAN,MUJER,CASADO,3,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,2,0
TSU EN CONSTRUCCION,CECYTEH PLANTEL PACHUCA,YAHUALICA,PUEBLA,MUJER,CASADO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,PUEBLA,MUJER,DIVORCIADO,10,1
TSU EN CONSTRUCCION,COBAEH HUEJUTLA,ATLAPEXCO,HIDALGO,MUJER,DIVORCIADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CBTA # 5 (HUEJUTLA),TLANCHINOL,PUEBLA,MUJER,VIUDO,9,1
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,TLANCHINOL,YUCATAN,HOMBRE,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE HUEJUTLA,YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,6,0
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,PUEBLA,HOMBRE,VIUDO,8,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,MEXICO,HOMBRE,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTE ATLAPEXCO,YAHUALICA,PUEBLA,HOMBRE,DIVORCIADO,2,0
TSU EN GASTRONOMIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,MEXICO,MUJER,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL JALTOCAN,YAHUALICA,MEXICO,MUJER,SOLTERO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,HIDALGO,HOMBRE,DIVORCIADO,8,1
TSU EN AGROBIOTECNOLOGIA,CECYTE HUEJUTLA,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,1,0
TSU EN GASTRONOMIA,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,7,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,YUCATAN,MUJER,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,TLANCHINOL,JALISCO,MUJER,VIUDO,6,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL MECATLAN,TLANCHINOL,PUEBLA,MUJER,VIUDO,5,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,YUCATAN,MUJER,VIUDO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,JALISCO,MUJER,VIUDO,1,0
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL MECATLAN,TLANCHINOL,MEXICO,MUJER,SOLTERO,10,1
TSU EN MERCADOTECNIA,CONALEP CIUDAD AZTECA,ATLAPEXCO,PUEBLA,MUJER,CASADO,9,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,PUEBLA,MUJER,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,ATLAPEXCO,JALISCO,MUJER,CASADO,1,0
TSU EN GASTRONOMIA,CECYTE ATLAPEXCO,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,10,1
TSU EN PROCESOS ALIMENTARIOS,CBTA # 5 (HUEJUTLA),YAHUALICA,PUEBLA,MUJER,DIVORCIADO,1,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN CONTADURIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,PUEBLA,HOMBRE,CASADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH HUEJUTLA,ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,3,0
TSU EN AGROBIOTECNOLOGIA,CONALEP CIUDAD AZTECA,TLANCHINOL,JALISCO,MUJER,SOLTERO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,HUEJUTLA DE REYES,PUEBLA,HOMBRE,CASADO,10,1
TSU EN GASTRONOMIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,YUCATAN,HOMBRE,DIVORCIADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,MEXICO,MUJER,DIVORCIADO,2,0
TSU EN MERCADOTECNIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,HIDALGO,HOMBRE,CASADO,7,0
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,JALISCO,MUJER,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,YUCATAN,MUJER,DIVORCIADO,6,0
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,MUJER,CASADO,8,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,6,0
TSU EN AGROBIOTECNOLOGIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,MEXICO,MUJER,DIVORCIADO,8,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,2,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL PACHUCA,YAHUALICA,HIDALGO,MUJER,VIUDO,7,0
TSU EN CONTADURIA,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,YUCATAN,MUJER,CASADO,2,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,JALISCO,MUJER,VIUDO,10,1
TSU EN CONTADURIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,YUCATAN,MUJER,VIUDO,8,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,YUCATAN,MUJER,SOLTERO,8,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,PUEBLA,MUJER,VIUDO,10,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,MEXICO,HOMBRE,VIUDO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH HUEJUTLA,YAHUALICA,HIDALGO,MUJER,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH HUEJUTLA,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE HUEJUTLA,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,MEXICO,MUJER,VIUDO,4,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,JALISCO,MUJER,SOLTERO,5,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,MEXICO,HOMBRE,DIVORCIADO,3,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,7,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH HUEJUTLA,ATLAPEXCO,MEXICO,HOMBRE,CASADO,9,1
TSU EN PROCESOS ALIMENTARIOS,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,PUEBLA,HOMBRE,CASADO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,ATLAPEXCO,HIDALGO,HOMBRE,CASADO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,2,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH HUEJUTLA,TLANCHINOL,YUCATAN,HOMBRE,VIUDO,4,0
TSU EN CONTADURIA,COBAEH ATLAPEXCO,ATLAPEXCO,PUEBLA,MUJER,CASADO,1,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,HIDALGO,MUJER,CASADO,1,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,MEXICO,MUJER,SOLTERO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL MECATLAN,YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,3,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,JALISCO,MUJER,SOLTERO,2,0
TSU EN MERCADOTECNIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,PUEBLA,HOMBRE,VIUDO,6,0
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CONALEP CIUDAD AZTECA,TLANCHINOL,MEXICO,MUJER,DIVORCIADO,10,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL MECATLAN,YAHUALICA,JALISCO,MUJER,CASADO,9,1
TSU EN CONTADURIA,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,PUEBLA,HOMBRE,CASADO,4,0
